venue_name,base_url,url
Culver's,https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,https://www.culvers.com/12-reasons-why-wisconsin/brats-and-beer-wisconsins-other-famous-food-pairing
Culver's,https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,https://www.culvers.com/menu-and-nutrition
Culver's,https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,https://www.culvers.com/menu/floats
Culver's,https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,https://www.culvers.com/seasonal-menu
Culver's,https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,https://www.culvers.com/stories/food-cravings
Culver's,https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,https://www.culvers.com/menus
Culver's,https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,https://www.culvers.com/food
Culver's,https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,https://www.culvers.com/drinks
Culver's,https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,https://www.culvers.com/specials
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/menu
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/menus
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/food
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/drinks
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/specials
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/deals
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/happy-hour
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/happyhour
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/events
Da Vinci's Pizza,https://davincispizza.me/,https://davincispizza.me/calendar
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/menu
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/menus
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/food
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/drinks
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/specials
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/deals
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/happy-hour
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/happyhour
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/events
Dave's Hot Chicken,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,https://www.daveshotchicken.com/calendar
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/menu
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/menus
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/food
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/drinks
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/specials
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/deals
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/happy-hour
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/happyhour
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/events
Domino's,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,https://pizza.dominos.com/calendar
Domino's,https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,https://pizza.dominos.com/menu
Domino's,https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,https://pizza.dominos.com/menus
Domino's,https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,https://pizza.dominos.com/food
Domino's,https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,https://pizza.dominos.com/drinks
Domino's,https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,https://pizza.dominos.com/specials
