venue_name,title,description,weekday,start_time,end_time,price,currency,restrictions,category,confidence,source_snippet,source_url
Jack in the Box,Special,,Monday,04:00,04:00,,,,,medium,"Jack in the Box OPEN TODAY UNTIL 04:00 A.M. 9841 W Happy Valley Rd Peoria, AZ 85383 (623) 561-1610 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 06",https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,04:00,04:00,,,,,medium,"9841 W Happy Valley Rd Peoria, AZ 85383 (623) 561-1610 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 06:00 AM to 10:00 PM Tuesday 06:00 AM to 04:00",https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,04:00,04:00,,,,,medium,DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 06:00 AM to 10:00 PM Tuesday 06:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM LOBBY HOURS Today 06,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,04:00,04:00,,,,,medium,Today 04:00 AM to 04:00 AM Monday 06:00 AM to 10:00 PM Tuesday 06:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,06:00,22:00,,,,,medium,Monday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,,,,,,,medium,Monday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Tuesday,06:00,04:00,,,,,medium,Tuesday 06:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Tuesday,,,,,,,medium,Tuesday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Wednesday,04:00,04:00,,,,,medium,Wednesday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Wednesday,,,,,,,medium,Wednesday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Thursday,04:00,04:00,,,,,medium,Thursday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Thursday,,,,,,,medium,Thursday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Friday,04:00,04:00,,,,,medium,Friday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Friday,,,,,,,medium,Friday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Saturday,04:00,04:00,,,,,medium,Saturday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Saturday,,,,,,,medium,Saturday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,06:00,22:00,,,,,medium,Today 06:00 AM to 10:00 PM Monday 06:00 AM to 10:00 PM Tuesday 06:00 AM to 10:00 PM Wednesday 06:00 AM to 10:00 PM Thursday 06:00 AM to 10:00 PM Friday 06:00 AM to 10:00 PM Saturday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,06:00,22:00,,,,,medium,Monday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,,,,,,,medium,Monday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Tuesday,06:00,22:00,,,,,medium,Tuesday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Tuesday,,,,,,,medium,Tuesday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Wednesday,06:00,22:00,,,,,medium,Wednesday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Wednesday,,,,,,,medium,Wednesday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Thursday,06:00,22:00,,,,,medium,Thursday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Thursday,,,,,,,medium,Thursday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Friday,06:00,22:00,,,,,medium,Friday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Friday,,,,,,,medium,Friday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Saturday,06:00,22:00,,,,,medium,Saturday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Saturday,,,,,,,medium,Saturday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,04:00,04:00,,,,,medium,DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 06:00 AM to 10:00 PM Tuesday 06:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM LOBBY HOURS Today 06,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,04:00,04:00,,,,,medium,Today 04:00 AM to 04:00 AM Monday 06:00 AM to 10:00 PM Tuesday 06:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,06:00,22:00,,,,,medium,Monday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,,,,,,,medium,Monday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Tuesday,06:00,04:00,,,,,medium,Tuesday 06:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Tuesday,,,,,,,medium,Tuesday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Wednesday,04:00,04:00,,,,,medium,Wednesday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Wednesday,,,,,,,medium,Wednesday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Thursday,04:00,04:00,,,,,medium,Thursday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Thursday,,,,,,,medium,Thursday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Friday,04:00,04:00,,,,,medium,Friday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Friday,,,,,,,medium,Friday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Saturday,04:00,04:00,,,,,medium,Saturday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Saturday,,,,,,,medium,Saturday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,06:00,22:00,,,,,medium,Today 06:00 AM to 10:00 PM Monday 06:00 AM to 10:00 PM Tuesday 06:00 AM to 10:00 PM Wednesday 06:00 AM to 10:00 PM Thursday 06:00 AM to 10:00 PM Friday 06:00 AM to 10:00 PM Saturday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,06:00,22:00,,,,,medium,Monday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Monday,,,,,,,medium,Monday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Tuesday,06:00,22:00,,,,,medium,Tuesday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Tuesday,,,,,,,medium,Tuesday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Wednesday,06:00,22:00,,,,,medium,Wednesday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Wednesday,,,,,,,medium,Wednesday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Thursday,06:00,22:00,,,,,medium,Thursday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Thursday,,,,,,,medium,Thursday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Friday,06:00,22:00,,,,,medium,Friday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Friday,,,,,,,medium,Friday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Saturday,06:00,22:00,,,,,medium,Saturday 06:00 AM to 10:00 PM,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Jack in the Box,Special,,Saturday,,,,,,,medium,Saturday,https://locations.jackinthebox.com/us/az/peoria/9841-w-happy-valley-rd
Mac's Speed Shop,Special,,Monday,11:00,14:00,10,USD,,burgers;bbq;drinks;happy_hour,high,Skip to primary navigation Skip to main contentCatering & Private EventsMenusMacs Speed ShopOrder OnlineLunch SpecialsDownload PDFNot valid for any other discount or offer. Dine-in only. Available Monday - Friday from 11am - 2pm.$10 Speed L,https://macspeedshop.com/menus/lunch-specials/
Mac's Speed Shop,Special,,Monday,11:00,14:00,10,USD,,burgers,high,"Lunch SpecialsDownload PDFNot valid for any other discount or offer. Dine-in only. Available Monday - Friday from 11am - 2pm.$10 Speed Lunch Smoked 1/4 Chicken $101/4 chicken, light or dark served with choice of sideSmoked jalapeño and Ched",https://macspeedshop.com/menus/lunch-specials/
Mac's Speed Shop,Special,,Monday,11:00,14:00,10,USD,,burgers,high,"Lunch SpecialsDownload PDFNot valid for any other discount or offer. Dine-in only. Available Monday - Friday from 11am - 2pm.$10 Speed Lunch Smoked 1/4 Chicken $101/4 chicken, light or dark served with choice of sideSmoked jalapeño and Ched",https://macspeedshop.com/menus/lunch-specials/
Mac's Speed Shop,Special,,Monday,11:00,14:00,10,USD,,burgers,high,"Lunch SpecialsDownload PDFNot valid for any other discount or offer. Dine-in only. Available Monday - Friday from 11am - 2pm.$10 Speed Lunch Smoked 1/4 Chicken $101/4 chicken, light or dark served with choice of sideSmoked jalapeño and Ched",https://macspeedshop.com/menus/lunch-specials/
Mac's Speed Shop,Special,,,,,,,,,low,Lunch SpecialsDownload PDF,https://macspeedshop.com/menus/lunch-specials/
Mac's Speed Shop,Special,,Monday,11:00,14:00,,,,,medium,Not valid for any other discount or offer. Dine-in only. Available Monday - Friday from 11am - 2pm.,https://macspeedshop.com/menus/lunch-specials/
Mac's Speed Shop,Happy Hour,,Sunday,12:00,16:00,4,USD,,burgers;bbq;drinks;happy_hour,high,"Skip to primary navigation Skip to main contentCatering & Private EventsMenusMacs Speed ShopOrder Online 12 events found. [{""@context"":""http://schema.org"",""@type"":""Event"",""name"":""Sunday Football"",""description"":""&lt;p&gt;$4 Domestic Pints | ",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,Sunday,12:00,16:00,4,USD,,burgers;drinks;happy_hour,high,"12 events found. [{""@context"":""http://schema.org"",""@type"":""Event"",""name"":""Sunday Football"",""description"":""&lt;p&gt;$4 Domestic Pints | $4 Mimosas | $7 Minus 196 Cans | $7 Signature Bloody Marys | The $5 Starting Lineup: Pork Rinds, Tavern B",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,Sunday,12:00,16:00,4,USD,,burgers;drinks;happy_hour,high,"12 events found. [{""@context"":""http://schema.org"",""@type"":""Event"",""name"":""Sunday Football"",""description"":""&lt;p&gt;$4 Domestic Pints | $4 Mimosas | $7 Minus 196 Cans | $7 Signature Bloody Marys | The $5 Starting Lineup: Pork Rinds, Tavern B",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,Sunday,12:00,16:00,4,USD,,burgers;drinks;happy_hour,high,"12 events found. [{""@context"":""http://schema.org"",""@type"":""Event"",""name"":""Sunday Football"",""description"":""&lt;p&gt;$4 Domestic Pints | $4 Mimosas | $7 Minus 196 Cans | $7 Signature Bloody Marys | The $5 Starting Lineup: Pork Rinds, Tavern B",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,Sunday,17:00,22:00,4,USD,,burgers;drinks;happy_hour,high,"September 2025 Sun 7 September 7, 2025 @ 1:00 pm - January 4, 2026 @ 11:00 pm Sunday Football Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +8 more $4 Domestic Pints | $4 Mimosas | $7 Minus 196 Cans | $7 Signature Bloo",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Sunday,,,4,USD,,burgers,medium,"Sun 7 September 7, 2025 @ 1:00 pm - January 4, 2026 @ 11:00 pm Sunday Football Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +8 more $4 Domestic Pints | $4 Mimosas | $7 Minus 196 Cans | $7 Signature Bloody Marys | The ",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Sunday,,,4,USD,,burgers,medium,"September 7, 2025 @ 1:00 pm - January 4, 2026 @ 11:00 pm Sunday Football Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +8 more $4 Domestic Pints | $4 Mimosas | $7 Minus 196 Cans | $7 Signature Bloody Marys | The $5 Sta",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Sunday,,,4,USD,,burgers,medium,"September 7, 2025 @ 1:00 pm - January 4, 2026 @ 11:00 pm Sunday Football Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +8 more $4 Domestic Pints | $4 Mimosas | $7 Minus 196 Cans | $7 Signature Bloody Marys | The $5 Sta",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Sunday,,,,,,,medium,Sunday Football,https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,17:00,22:00,2,USD,,burgers,high,"Mon 8 September 8 @ 5:00 pm - 10:00 pm Recurring $2 Burger Night at Mac’s, Five Points! Five Points 1626 Glenwood Ave, Raleigh, United States It's time to BYOB (Build Your Own Burger) every Monday at Mac's in Five Points! Grab a fresh, neve",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,17:00,22:00,2,USD,,burgers,high,"September 8 @ 5:00 pm - 10:00 pm Recurring $2 Burger Night at Mac’s, Five Points! Five Points 1626 Glenwood Ave, Raleigh, United States It's time to BYOB (Build Your Own Burger) every Monday at Mac's in Five Points! Grab a fresh, never Froz",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,17:00,22:00,2,USD,,burgers,high,"September 8 @ 5:00 pm - 10:00 pm Recurring $2 Burger Night at Mac’s, Five Points! Five Points 1626 Glenwood Ave, Raleigh, United States It's time to BYOB (Build Your Own Burger) every Monday at Mac's in Five Points! Grab a fresh, never Froz",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,,,2,USD,,burgers,medium,"It's time to BYOB (Build Your Own Burger) every Monday at Mac's in Five Points! Grab a fresh, never Frozen 1/2 LB. Angus Beef Patty for only $2 with a […]",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,,,2,USD,,burgers,medium,"It's time to BYOB (Build Your Own Burger) every Monday at Mac's in Five Points! Grab a fresh, never Frozen 1/2 LB. Angus Beef Patty for only $2 with a […]",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,19:00,22:00,3,USD,,burgers,high,"Mon 8 September 8 @ 7:00 pm - 10:00 pm Recurring Monday Night Football Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +7 more 1/2 Price Burger & Fries | $3 Busch Light Pints | $5 Wells | $4 Athletic (NA), Run Wild Pints",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,19:00,22:00,3,USD,,burgers,high,"September 8 @ 7:00 pm - 10:00 pm Recurring Monday Night Football Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +7 more 1/2 Price Burger & Fries | $3 Busch Light Pints | $5 Wells | $4 Athletic (NA), Run Wild Pints *Food",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,19:00,22:00,3,USD,,burgers,high,"September 8 @ 7:00 pm - 10:00 pm Recurring Monday Night Football Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +7 more 1/2 Price Burger & Fries | $3 Busch Light Pints | $5 Wells | $4 Athletic (NA), Run Wild Pints *Food",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,,,,,,,medium,Monday Night Football,https://macspeedshop.com/events
Mac's Speed Shop,Special,,,,,3,USD,,burgers,medium,"1/2 Price Burger & Fries | $3 Busch Light Pints | $5 Wells | $4 Athletic (NA), Run Wild Pints *Food special available kick off to end of game",https://macspeedshop.com/events
Mac's Speed Shop,Special,,,,,3,USD,,burgers,medium,"1/2 Price Burger & Fries | $3 Busch Light Pints | $5 Wells | $4 Athletic (NA), Run Wild Pints *Food special available kick off to end of game",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,19:00,22:00,2,USD,,burgers,high,"Mon 8 September 8 @ 7:00 pm - 10:00 pm Monday Night Football Five Points 1626 Glenwood Ave, Raleigh, United States $2 Burger Night | $3 Busch Light Pints | $5 Wells | $4 Athletic (NA), Run Wild Pints",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,19:00,22:00,2,USD,,burgers,high,"September 8 @ 7:00 pm - 10:00 pm Monday Night Football Five Points 1626 Glenwood Ave, Raleigh, United States $2 Burger Night | $3 Busch Light Pints | $5 Wells | $4 Athletic (NA), Run Wild Pints",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,19:00,22:00,2,USD,,burgers,high,"September 8 @ 7:00 pm - 10:00 pm Monday Night Football Five Points 1626 Glenwood Ave, Raleigh, United States $2 Burger Night | $3 Busch Light Pints | $5 Wells | $4 Athletic (NA), Run Wild Pints",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Monday,,,,,,,medium,Monday Night Football,https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,"Tue 9 September 9 @ 5:00 pm - 7:00 pm Live Music From Brett Bartschi! Greenville 930 S Main St, Greenville, SC, United States Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭ ½",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,"September 9 @ 5:00 pm - 7:00 pm Live Music From Brett Bartschi! Greenville 930 S Main St, Greenville, SC, United States Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭ ½ Price",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,"September 9 @ 5:00 pm - 7:00 pm Live Music From Brett Bartschi! Greenville 930 S Main St, Greenville, SC, United States Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭ ½ Price",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭ ½ Price Glass of Wine,https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭ ½ Price Glass of Wine,https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,17:00,22:00,2.50,USD,,,high,"Tue 9 September 9 @ 5:00 pm - 10:00 pm Recurring Kids Night! Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +7 more Kids Rule Tuesday Nights! Get a kids meal for $2.50 with purchase of an adult entrée starting at 5pm! *",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,17:00,22:00,2.50,USD,,,high,"September 9 @ 5:00 pm - 10:00 pm Recurring Kids Night! Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +7 more Kids Rule Tuesday Nights! Get a kids meal for $2.50 with purchase of an adult entrée starting at 5pm! *Dine-I",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,17:00,22:00,2.50,USD,,,high,"September 9 @ 5:00 pm - 10:00 pm Recurring Kids Night! Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +7 more Kids Rule Tuesday Nights! Get a kids meal for $2.50 with purchase of an adult entrée starting at 5pm! *Dine-I",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,,,2.50,USD,,,medium,Kids Rule Tuesday Nights! Get a kids meal for $2.50 with purchase of an adult entrée starting at 5pm! *Dine-In Only - All Mac's Locations*,https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,,,2.50,USD,,,medium,Kids Rule Tuesday Nights! Get a kids meal for $2.50 with purchase of an adult entrée starting at 5pm! *Dine-In Only - All Mac's Locations*,https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,17:00,22:00,,,,,medium,"Tue 9 September 9 @ 5:00 pm - 10:00 pm Recurring Kids Night in Raleigh! Five Points 1626 Glenwood Ave, Raleigh, United States Kids rule Tuesday nights in Five Points! Get a FREE kids meal for with purchase of an adult entrée starting at 5pm",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,17:00,22:00,,,,,medium,"September 9 @ 5:00 pm - 10:00 pm Recurring Kids Night in Raleigh! Five Points 1626 Glenwood Ave, Raleigh, United States Kids rule Tuesday nights in Five Points! Get a FREE kids meal for with purchase of an adult entrée starting at 5pm! *Din",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,17:00,22:00,,,,,medium,"September 9 @ 5:00 pm - 10:00 pm Recurring Kids Night in Raleigh! Five Points 1626 Glenwood Ave, Raleigh, United States Kids rule Tuesday nights in Five Points! Get a FREE kids meal for with purchase of an adult entrée starting at 5pm! *Din",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,,,,,,,medium,Kids rule Tuesday nights in Five Points! Get a FREE kids meal for with purchase of an adult entrée starting at 5pm! *Dine-In Only. Raleigh location only. One free kids […],https://macspeedshop.com/events
Mac's Speed Shop,Special,,Tuesday,,,,,,,medium,Kids rule Tuesday nights in Five Points! Get a FREE kids meal for with purchase of an adult entrée starting at 5pm! *Dine-In Only. Raleigh location only. One free kids […],https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,"Wed 10 September 10 @ 5:00 pm - 7:00 pm Live Music From Marley’s Chain! Greenville 930 S Main St, Greenville, SC, United States Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,"September 10 @ 5:00 pm - 7:00 pm Live Music From Marley’s Chain! Greenville 930 S Main St, Greenville, SC, United States Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭ ½ Pric",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,"September 10 @ 5:00 pm - 7:00 pm Live Music From Marley’s Chain! Greenville 930 S Main St, Greenville, SC, United States Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭ ½ Pric",https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭ ½ Price Glass of Wine,https://macspeedshop.com/events
Mac's Speed Shop,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft Beers ✭ ½ Price Signature Cocktails ✭ ½ Price Glass of Wine,https://macspeedshop.com/events
Mac's Speed Shop,Special,,Wednesday,18:00,22:00,,,,,medium,"Wed 10 September 10 @ 6:00 pm - 10:00 pm Recurring Jeep Night in Lake Norman! Lake Norman 19601 Liverpool Pkwy, Cornelius, NC, United States Jeep Night is on at Mac's Lake Norman! Bring your crew and enjoy some live music from 7pm-9pm, drin",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Wednesday,18:00,22:00,,,,,medium,"September 10 @ 6:00 pm - 10:00 pm Recurring Jeep Night in Lake Norman! Lake Norman 19601 Liverpool Pkwy, Cornelius, NC, United States Jeep Night is on at Mac's Lake Norman! Bring your crew and enjoy some live music from 7pm-9pm, drink speci",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Wednesday,18:00,22:00,,,,,medium,"September 10 @ 6:00 pm - 10:00 pm Recurring Jeep Night in Lake Norman! Lake Norman 19601 Liverpool Pkwy, Cornelius, NC, United States Jeep Night is on at Mac's Lake Norman! Bring your crew and enjoy some live music from 7pm-9pm, drink speci",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Wednesday,19:00,21:00,,,,,medium,"Jeep Night is on at Mac's Lake Norman! Bring your crew and enjoy some live music from 7pm-9pm, drink specials, and good times every Wednesday night! Bike Night Drink Specials: […]",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Wednesday,19:00,21:00,,,,,medium,"Jeep Night is on at Mac's Lake Norman! Bring your crew and enjoy some live music from 7pm-9pm, drink specials, and good times every Wednesday night! Bike Night Drink Specials: […]",https://macspeedshop.com/events
Mac's Speed Shop,Special,,Wednesday,18:00,22:00,11,USD,,,high,"Wed 10 September 10 @ 6:00 pm - 10:00 pm Recurring Jeep Night in Fayetteville! Fayetteville 482 N McPherson Church Rd, Fayetteville, NC, United States Jeep Night is on at Mac's Fayetteville! Bring your crew and enjoy some live music from 7p",https://macspeedshop.com/events
