venue_name,street_hint,title,description,weekday,start_time,end_time,price,currency,restrictions,category,confidence,source_snippet,source_url,scrape_allowed
Taco Bell,9015 South Tryon Street,Special,,,00:00,12:00,3,USD,,tacos;pizza,low,"OpenOpen 24 HoursTaco Bell 9015 S Tryon St Charlotte, NC 28273(704) 588-6844Drive-ThruOpen LateDeliveryBreakfastStart Your OrderGet DirectionsDownload The AppHOURS OF OPERATIONDrive-Thru HoursDay of the WeekHoursmonday12:00 AM - 12:00 AMtue",https://locations.tacobell.com/nc/charlotte/9015-s-tryon-st.html,true
TGI Friday's,,Special,,Friday,,,,,,,low,"Find a TGI Fridays near me Use my location Enter city, state, or postal code SEARCH List View Map View",https://locations.tgifridays.com/nc/charlotte/12811-s-tryon-st.html,true
TGI Fridays,6840 Northlake Mall Drive,Special,,Friday,,,,,,,low,"TGI Fridays Charlotte, NC TGI Fridays - Store details for your local Restaurant & Bar in Charlotte, NC Coming Soon! ORDER NOW",https://locations.tgifridays.com/nc/charlotte/6840-northlake-mall-dr.html,true
TGI Fridays,409 West W T Harris Boulevard,Special,,Friday,,,,,,,low,"TGI Fridays Charlotte, NC TGI Fridays - Store details for your local Restaurant & Bar in Charlotte, NC Coming Soon! ORDER NOW",https://locations.tgifridays.com/nc/charlotte/409-w-wt-harris-blvd.html,true
The Crunkleton,,Special,,Friday,01:00,01:00,,,,,low,"Raleigh A Spirited Luncheon – Friday, September 26thThe Crunkleton Raleigh, A Spirited Luncheon & Mash Bill tasting with Gary Crunkleton, Friday, September 26th, 2025. Read more September 5, 2025 https://thecrunkleton.com/wp-content/uploads",https://thecrunkleton.com/,true
The Crunkleton,,Special,,Friday,,,,,,,low,"Raleigh A Spirited Luncheon – Friday, September 26thThe Crunkleton Raleigh, A Spirited Luncheon & Mash Bill tasting with Gary Crunkleton, Friday, September 26th, 2025. Read more",https://thecrunkleton.com/,true
The Music Yard,,Special,,Friday,,,,,,,low,"musicyardclt We can’t wait to welcome back our good friend @d Join us this Friday, August 11th at The Yard as we Happy Sunday🌞 Get your MOVE mindset going! The Friday night was absolutely electric with the Don, TODAY we’re rockin’ with the",https://musicyardclt.com/,true
The Music Yard,,Special,,Sunday,,,,,,,low,Happy Sunday🌞 Get your MOVE mindset going! The,https://musicyardclt.com/,true
The People's Market - Elizabeth,1609 Elizabeth Avenue,Special,,Monday,04:00,20:00,,,,,low,×Elizabeth Market - Book Club MondaysBring your book club every Monday from 4-8pm! All book clubs get 10% off pastries and coffee items. Reserve your space here https://forms.gle/QDge68tqE5aGuJD47Upcoming Events,https://thepeoplesmarket.co/,true
The People's Market - Elizabeth,1609 Elizabeth Avenue,Special,,Monday,,,,,,,low,Elizabeth Market - Book Club Mondays,https://thepeoplesmarket.co/,true
The People's Market - Selwyn,2820 Selwyn Avenue,Special,,Monday,04:00,20:00,,,,,low,×Elizabeth Market - Book Club MondaysBring your book club every Monday from 4-8pm! All book clubs get 10% off pastries and coffee items. Reserve your space here https://forms.gle/QDge68tqE5aGuJD47Upcoming Events,https://thepeoplesmarket.co/,true
The People's Market - Selwyn,2820 Selwyn Avenue,Special,,Monday,,,,,,,low,Elizabeth Market - Book Club Mondays,https://thepeoplesmarket.co/,true
Wendy's,5501 Birmingham Parkway,Special,,,00:00,10:00,,,,,low,"Contact5501 Birmingham Pkwy Concourse A Charlotte, NC 28208 USMain Number(770) 337-7773(770) 337-7773At This Location:BreakfastRestaurant HoursDay of the WeekHoursMonday6:00 AM - 10:00 PMTuesday6:00 AM - 10:00 PMWednesday6:00 AM - 10:00 PMT",https://locations.wendys.com/united-states/nc/charlotte/5501-birmingham-pkwy,true
